Input Graph(V=200, E=2517) {
e{{35}->{65}, 1.0}
e{{35}->{189}, 1.0}
e{{35}->{158}, 1.0}
e{{35}->{187}, 1.0}
e{{35}->{121}, 1.0}
e{{35}->{183}, 1.0}
e{{35}->{179}, 1.0}

e{{36}->{114}, 1.0}
e{{36}->{83}, 1.0}
e{{36}->{145}, 1.0}
e{{36}->{13}, 1.0}
e{{36}->{75}, 1.0}
e{{36}->{38}, 1.0}
e{{36}->{197}, 1.0}
e{{36}->{194}, 1.0}
e{{36}->{163}, 1.0}
e{{36}->{0}, 1.0}
e{{36}->{192}, 1.0}
e{{36}->{33}, 1.0}
e{{36}->{97}, 1.0}
e{{36}->{190}, 1.0}
e{{36}->{126}, 1.0}
e{{36}->{124}, 1.0}
e{{36}->{120}, 1.0}
e{{36}->{56}, 1.0}
e{{36}->{85}, 1.0}
e{{36}->{51}, 1.0}
e{{36}->{177}, 1.0}
e{{36}->{78}, 1.0}
e{{36}->{173}, 1.0}
e{{36}->{107}, 1.0}
e{{36}->{4}, 1.0}
e{{36}->{37}, 1.0}
e{{36}->{195}, 1.0}
e{{36}->{96}, 1.0}
e{{36}->{123}, 1.0}
e{{36}->{88}, 1.0}
e{{36}->{57}, 1.0}
e{{36}->{185}, 1.0}
e{{36}->{86}, 1.0}
e{{36}->{148}, 1.0}

e{{37}->{84}, 1.0}
e{{37}->{45}, 1.0}
e{{37}->{14}, 1.0}
e{{37}->{75}, 1.0}
e{{37}->{44}, 1.0}
e{{37}->{106}, 1.0}
e{{37}->{8}, 1.0}
e{{37}->{72}, 1.0}
e{{37}->{99}, 1.0}
e{{37}->{36}, 1.0}
e{{37}->{98}, 1.0}
e{{37}->{31}, 1.0}
e{{37}->{95}, 1.0}
e{{37}->{159}, 1.0}
e{{37}->{192}, 1.0}
e{{37}->{157}, 1.0}
e{{37}->{30}, 1.0}
e{{37}->{126}, 1.0}
e{{37}->{88}, 1.0}
e{{37}->{56}, 1.0}
e{{37}->{85}, 1.0}

e{{38}->{21}, 1.0}
e{{38}->{149}, 1.0}
e{{38}->{83}, 1.0}
e{{38}->{112}, 1.0}
e{{38}->{13}, 1.0}
e{{38}->{75}, 1.0}
e{{38}->{7}, 1.0}
e{{38}->{199}, 1.0}
e{{38}->{4}, 1.0}
e{{38}->{101}, 1.0}
e{{38}->{99}, 1.0}
e{{38}->{0}, 1.0}
e{{38}->{192}, 1.0}
e{{38}->{31}, 1.0}
e{{38}->{157}, 1.0}
e{{38}->{84}, 1.0}
e{{38}->{80}, 1.0}
e{{38}->{144}, 1.0}
e{{38}->{14}, 1.0}
e{{38}->{138}, 1.0}
e{{38}->{8}, 1.0}
e{{38}->{6}, 1.0}
e{{38}->{36}, 1.0}
e{{38}->{26}, 1.0}
e{{38}->{154}, 1.0}
e{{38}->{59}, 1.0}
e{{38}->{24}, 1.0}
e{{38}->{121}, 1.0}
e{{38}->{57}, 1.0}
e{{38}->{86}, 1.0}
e{{38}->{150}, 1.0}

e{{39}->{117}, 1.0}
e{{39}->{86}, 1.0}
e{{39}->{51}, 1.0}
e{{39}->{18}, 1.0}
e{{39}->{80}, 1.0}
e{{39}->{13}, 1.0}
e{{39}->{77}, 1.0}
e{{39}->{14}, 1.0}
e{{39}->{78}, 1.0}
e{{39}->{174}, 1.0}
e{{39}->{165}, 1.0}
e{{39}->{70}, 1.0}
e{{39}->{131}, 1.0}
e{{39}->{33}, 1.0}
e{{39}->{159}, 1.0}
e{{39}->{155}, 1.0}
e{{39}->{124}, 1.0}
e{{39}->{121}, 1.0}
e{{39}->{90}, 1.0}
e{{39}->{120}, 1.0}

e{{40}->{182}, 1.0}
e{{40}->{151}, 1.0}
e{{40}->{48}, 1.0}
e{{40}->{176}, 1.0}
e{{40}->{110}, 1.0}
e{{40}->{46}, 1.0}
e{{40}->{168}, 1.0}
e{{40}->{103}, 1.0}
e{{40}->{2}, 1.0}
e{{40}->{35}, 1.0}
e{{40}->{128}, 1.0}
e{{40}->{64}, 1.0}
e{{40}->{161}, 1.0}
e{{40}->{188}, 1.0}
e{{40}->{60}, 1.0}
e{{40}->{29}, 1.0}
e{{40}->{122}, 1.0}
e{{40}->{91}, 1.0}
e{{40}->{153}, 1.0}
e{{40}->{183}, 1.0}
e{{40}->{53}, 1.0}
e{{40}->{115}, 1.0}
e{{40}->{12}, 1.0}
e{{40}->{10}, 1.0}
e{{40}->{107}, 1.0}
e{{40}->{105}, 1.0}
e{{40}->{69}, 1.0}
e{{40}->{162}, 1.0}
e{{40}->{160}, 1.0}
e{{40}->{94}, 1.0}
e{{40}->{152}, 1.0}

e{{41}->{55}, 1.0}
e{{41}->{88}, 1.0}
e{{41}->{86}, 1.0}
e{{41}->{51}, 1.0}
e{{41}->{52}, 1.0}
e{{41}->{177}, 1.0}
e{{41}->{111}, 1.0}
e{{41}->{112}, 1.0}
e{{41}->{144}, 1.0}
e{{41}->{14}, 1.0}
e{{41}->{78}, 1.0}
e{{41}->{170}, 1.0}
e{{41}->{7}, 1.0}
e{{41}->{101}, 1.0}
e{{41}->{3}, 1.0}
e{{41}->{163}, 1.0}
e{{41}->{130}, 1.0}
e{{41}->{192}, 1.0}
e{{41}->{61}, 1.0}
e{{41}->{190}, 1.0}
e{{41}->{126}, 1.0}
e{{41}->{121}, 1.0}
e{{41}->{26}, 1.0}
e{{41}->{90}, 1.0}

e{{42}->{182}, 1.0}
e{{42}->{50}, 1.0}
e{{42}->{147}, 1.0}
e{{42}->{81}, 1.0}
e{{42}->{46}, 1.0}
e{{42}->{15}, 1.0}
e{{42}->{11}, 1.0}
e{{42}->{169}, 1.0}
e{{42}->{198}, 1.0}
e{{42}->{35}, 1.0}
e{{42}->{188}, 1.0}
e{{42}->{60}, 1.0}
e{{42}->{93}, 1.0}
e{{42}->{58}, 1.0}
e{{42}->{152}, 1.0}
e{{42}->{53}, 1.0}
e{{42}->{16}, 1.0}
e{{42}->{140}, 1.0}
e{{42}->{109}, 1.0}
e{{42}->{43}, 1.0}
e{{42}->{164}, 1.0}
e{{42}->{69}, 1.0}
e{{42}->{160}, 1.0}
e{{42}->{1}, 1.0}
e{{42}->{193}, 1.0}
e{{42}->{129}, 1.0}
e{{42}->{28}, 1.0}
e{{42}->{189}, 1.0}

e{{43}->{153}, 1.0}
e{{43}->{181}, 1.0}
e{{43}->{147}, 1.0}
e{{43}->{180}, 1.0}
e{{43}->{113}, 1.0}
e{{43}->{175}, 1.0}
e{{43}->{16}, 1.0}
e{{43}->{48}, 1.0}
e{{43}->{141}, 1.0}
e{{43}->{109}, 1.0}
e{{43}->{12}, 1.0}
e{{43}->{172}, 1.0}
e{{43}->{42}, 1.0}
e{{43}->{168}, 1.0}
e{{43}->{104}, 1.0}
e{{43}->{102}, 1.0}
e{{43}->{100}, 1.0}
e{{43}->{65}, 1.0}
e{{43}->{162}, 1.0}
e{{43}->{128}, 1.0}
e{{43}->{187}, 1.0}
e{{43}->{156}, 1.0}

e{{44}->{155}, 1.0}
e{{44}->{52}, 1.0}
e{{44}->{112}, 1.0}
e{{44}->{79}, 1.0}
e{{44}->{74}, 1.0}
e{{44}->{107}, 1.0}
e{{44}->{134}, 1.0}
e{{44}->{37}, 1.0}
e{{44}->{165}, 1.0}
e{{44}->{99}, 1.0}
e{{44}->{124}, 1.0}
e{{44}->{88}, 1.0}
e{{44}->{57}, 1.0}
e{{44}->{55}, 1.0}
e{{44}->{148}, 1.0}
e{{44}->{18}, 1.0}
e{{44}->{80}, 1.0}
e{{44}->{177}, 1.0}
e{{44}->{14}, 1.0}
e{{44}->{173}, 1.0}
e{{44}->{197}, 1.0}
e{{44}->{34}, 1.0}
e{{44}->{67}, 1.0}
e{{44}->{96}, 1.0}
e{{44}->{92}, 1.0}

e{{45}->{57}, 1.0}
e{{45}->{121}, 1.0}
e{{45}->{154}, 1.0}
e{{45}->{85}, 1.0}
e{{45}->{149}, 1.0}
e{{45}->{54}, 1.0}
e{{45}->{145}, 1.0}
e{{45}->{143}, 1.0}
e{{45}->{13}, 1.0}
e{{45}->{174}, 1.0}
e{{45}->{7}, 1.0}
e{{45}->{37}, 1.0}
e{{45}->{195}, 1.0}
e{{45}->{33}, 1.0}
e{{45}->{98}, 1.0}
e{{45}->{66}, 1.0}
e{{45}->{130}, 1.0}
e{{45}->{159}, 1.0}
e{{45}->{192}, 1.0}
e{{45}->{125}, 1.0}
e{{45}->{126}, 1.0}

e{{46}->{29}, 1.0}
e{{46}->{93}, 1.0}
e{{46}->{122}, 1.0}
e{{46}->{58}, 1.0}
e{{46}->{186}, 1.0}
e{{46}->{87}, 1.0}
e{{46}->{151}, 1.0}
e{{46}->{116}, 1.0}
e{{46}->{12}, 1.0}
e{{46}->{28}, 1.0}
e{{46}->{146}, 1.0}
e{{46}->{115}, 1.0}
e{{46}->{179}, 1.0}
e{{46}->{16}, 1.0}
e{{46}->{49}, 1.0}
e{{46}->{175}, 1.0}
e{{46}->{108}, 1.0}
e{{46}->{42}, 1.0}
e{{46}->{11}, 1.0}
e{{46}->{40}, 1.0}
e{{46}->{9}, 1.0}
e{{46}->{164}, 1.0}
e{{46}->{100}, 1.0}
e{{46}->{69}, 1.0}
e{{46}->{32}, 1.0}
e{{46}->{1}, 1.0}
e{{46}->{129}, 1.0}
e{{46}->{193}, 1.0}

e{{47}->{93}, 1.0}
e{{47}->{62}, 1.0}
e{{47}->{182}, 1.0}
e{{47}->{50}, 1.0}
e{{47}->{178}, 1.0}
e{{47}->{15}, 1.0}
e{{47}->{48}, 1.0}
e{{47}->{140}, 1.0}
e{{47}->{10}, 1.0}
e{{47}->{167}, 1.0}
e{{47}->{196}, 1.0}
e{{47}->{161}, 1.0}
e{{47}->{2}, 1.0}
e{{47}->{192}, 1.0}
e{{47}->{189}, 1.0}
e{{47}->{187}, 1.0}
e{{47}->{28}, 1.0}
e{{47}->{183}, 1.0}
e{{47}->{152}, 1.0}
e{{47}->{179}, 1.0}
e{{47}->{115}, 1.0}
e{{47}->{113}, 1.0}
e{{47}->{82}, 1.0}
e{{47}->{16}, 1.0}
e{{47}->{104}, 1.0}
e{{47}->{65}, 1.0}
e{{47}->{127}, 1.0}
e{{47}->{32}, 1.0}

e{{48}->{122}, 1.0}
e{{48}->{186}, 1.0}
e{{48}->{185}, 1.0}
e{{48}->{20}, 1.0}
e{{48}->{116}, 1.0}
e{{48}->{178}, 1.0}
e{{48}->{147}, 1.0}
e{{48}->{16}, 1.0}
e{{48}->{47}, 1.0}
e{{48}->{140}, 1.0}
e{{48}->{108}, 1.0}
e{{48}->{141}, 1.0}
e{{48}->{43}, 1.0}
e{{48}->{40}, 1.0}
e{{48}->{9}, 1.0}
e{{48}->{73}, 1.0}
e{{48}->{102}, 1.0}
e{{48}->{167}, 1.0}
e{{48}->{135}, 1.0}
e{{48}->{2}, 1.0}

e{{49}->{64}, 1.0}
e{{49}->{29}, 1.0}
e{{49}->{187}, 1.0}
e{{49}->{28}, 1.0}
e{{49}->{122}, 1.0}
e{{49}->{186}, 1.0}
e{{49}->{23}, 1.0}
e{{49}->{115}, 1.0}
e{{49}->{20}, 1.0}
e{{49}->{46}, 1.0}
e{{49}->{110}, 1.0}
e{{49}->{11}, 1.0}
e{{49}->{76}, 1.0}
e{{49}->{9}, 1.0}
e{{49}->{137}, 1.0}
e{{49}->{105}, 1.0}
e{{49}->{167}, 1.0}
e{{49}->{168}, 1.0}
e{{49}->{133}, 1.0}
e{{49}->{166}, 1.0}
e{{49}->{35}, 1.0}
e{{49}->{164}, 1.0}
e{{49}->{129}, 1.0}
e{{49}->{65}, 1.0}

e{{50}->{1}, 1.0}
e{{50}->{158}, 1.0}
e{{50}->{191}, 1.0}
e{{50}->{189}, 1.0}
e{{50}->{58}, 1.0}
e{{50}->{91}, 1.0}
e{{50}->{183}, 1.0}
e{{50}->{20}, 1.0}
e{{50}->{116}, 1.0}
e{{50}->{142}, 1.0}
e{{50}->{15}, 1.0}
e{{50}->{47}, 1.0}
e{{50}->{108}, 1.0}
e{{50}->{140}, 1.0}
e{{50}->{42}, 1.0}
e{{50}->{168}, 1.0}
e{{50}->{137}, 1.0}
e{{50}->{103}, 1.0}
e{{50}->{164}, 1.0}
e{{50}->{162}, 1.0}

e{{51}->{33}, 1.0}
e{{51}->{95}, 1.0}
e{{51}->{126}, 1.0}
e{{51}->{190}, 1.0}
e{{51}->{25}, 1.0}
e{{51}->{149}, 1.0}
e{{51}->{118}, 1.0}
e{{51}->{19}, 1.0}
e{{51}->{177}, 1.0}
e{{51}->{14}, 1.0}
e{{51}->{41}, 1.0}
e{{51}->{138}, 1.0}
e{{51}->{39}, 1.0}
e{{51}->{72}, 1.0}
e{{51}->{101}, 1.0}
e{{51}->{165}, 1.0}
e{{51}->{6}, 1.0}
e{{51}->{163}, 1.0}
e{{51}->{132}, 1.0}
e{{51}->{98}, 1.0}
e{{51}->{24}, 1.0}
e{{51}->{150}, 1.0}
e{{51}->{17}, 1.0}
e{{51}->{79}, 1.0}
e{{51}->{77}, 1.0}
e{{51}->{75}, 1.0}
e{{51}->{7}, 1.0}
e{{51}->{199}, 1.0}
e{{51}->{5}, 1.0}
e{{51}->{131}, 1.0}
e{{51}->{36}, 1.0}

e{{52}->{130}, 1.0}
e{{52}->{192}, 1.0}
e{{52}->{97}, 1.0}
e{{52}->{31}, 1.0}
e{{52}->{159}, 1.0}
e{{52}->{124}, 1.0}
e{{52}->{155}, 1.0}
e{{52}->{120}, 1.0}
e{{52}->{23}, 1.0}
e{{52}->{21}, 1.0}
e{{52}->{177}, 1.0}
e{{52}->{136}, 1.0}
e{{52}->{41}, 1.0}
e{{52}->{132}, 1.0}
e{{52}->{101}, 1.0}
e{{52}->{131}, 1.0}
e{{52}->{195}, 1.0}
e{{52}->{63}, 1.0}
e{{52}->{61}, 1.0}
e{{52}->{154}, 1.0}
e{{52}->{59}, 1.0}
e{{52}->{121}, 1.0}
e{{52}->{55}, 1.0}
e{{52}->{112}, 1.0}
e{{52}->{143}, 1.0}
e{{52}->{44}, 1.0}
e{{52}->{77}, 1.0}
e{{52}->{7}, 1.0}
e{{52}->{197}, 1.0}

e{{53}->{129}, 1.0}
e{{53}->{65}, 1.0}
e{{53}->{2}, 1.0}
e{{53}->{64}, 1.0}
e{{53}->{128}, 1.0}
e{{53}->{94}, 1.0}
e{{53}->{60}, 1.0}
e{{53}->{122}, 1.0}
e{{53}->{186}, 1.0}
e{{53}->{58}, 1.0}
e{{53}->{113}, 1.0}
e{{53}->{146}, 1.0}
e{{53}->{109}, 1.0}
e{{53}->{11}, 1.0}
e{{53}->{140}, 1.0}
e{{53}->{137}, 1.0}
e{{53}->{42}, 1.0}
e{{53}->{167}, 1.0}
e{{53}->{40}, 1.0}
e{{53}->{198}, 1.0}

e{{54}->{34}, 1.0}
e{{54}->{130}, 1.0}
e{{54}->{98}, 1.0}
e{{54}->{3}, 1.0}
e{{54}->{67}, 1.0}
e{{54}->{124}, 1.0}
e{{54}->{59}, 1.0}
e{{54}->{88}, 1.0}
e{{54}->{184}, 1.0}
e{{54}->{22}, 1.0}
e{{54}->{55}, 1.0}
e{{54}->{84}, 1.0}
e{{54}->{19}, 1.0}
e{{54}->{83}, 1.0}
e{{54}->{112}, 1.0}
e{{54}->{45}, 1.0}
e{{54}->{77}, 1.0}
e{{54}->{106}, 1.0}
e{{54}->{170}, 1.0}
e{{54}->{72}, 1.0}
e{{54}->{70}, 1.0}
e{{54}->{199}, 1.0}

e{{55}->{6}, 1.0}
e{{55}->{132}, 1.0}
e{{55}->{31}, 1.0}
e{{55}->{95}, 1.0}
e{{55}->{192}, 1.0}
e{{55}->{124}, 1.0}
e{{55}->{86}, 1.0}
e{{55}->{84}, 1.0}
e{{55}->{111}, 1.0}
e{{55}->{78}, 1.0}
e{{55}->{107}, 1.0}
e{{55}->{41}, 1.0}
e{{55}->{72}, 1.0}
e{{55}->{5}, 1.0}
e{{55}->{195}, 1.0}
e{{55}->{30}, 1.0}
e{{55}->{121}, 1.0}
e{{55}->{119}, 1.0}
e{{55}->{21}, 1.0}
e{{55}->{85}, 1.0}
e{{55}->{54}, 1.0}
e{{55}->{19}, 1.0}
e{{55}->{83}, 1.0}
e{{55}->{52}, 1.0}
e{{55}->{17}, 1.0}
e{{55}->{79}, 1.0}
e{{55}->{139}, 1.0}
e{{55}->{44}, 1.0}
e{{55}->{170}, 1.0}
e{{55}->{106}, 1.0}

e{{56}->{36}, 1.0}
e{{56}->{68}, 1.0}
e{{56}->{37}, 1.0}
e{{56}->{101}, 1.0}
e{{56}->{194}, 1.0}
e{{56}->{99}, 1.0}
e{{56}->{96}, 1.0}
e{{56}->{190}, 1.0}
e{{56}->{63}, 1.0}
e{{56}->{157}, 1.0}
e{{56}->{154}, 1.0}
e{{56}->{120}, 1.0}
e{{56}->{22}, 1.0}
e{{56}->{84}, 1.0}
e{{56}->{21}, 1.0}
e{{56}->{83}, 1.0}
e{{56}->{144}, 1.0}
e{{56}->{14}, 1.0}
e{{56}->{78}, 1.0}
e{{56}->{74}, 1.0}
e{{56}->{75}, 1.0}

e{{57}->{165}, 1.0}
e{{57}->{101}, 1.0}
e{{57}->{194}, 1.0}
e{{57}->{31}, 1.0}
e{{57}->{192}, 1.0}
e{{57}->{25}, 1.0}
e{{57}->{22}, 1.0}
e{{57}->{86}, 1.0}
e{{57}->{45}, 1.0}
e{{57}->{14}, 1.0}
e{{57}->{138}, 1.0}
e{{57}->{38}, 1.0}
e{{57}->{36}, 1.0}
e{{57}->{125}, 1.0}
e{{57}->{61}, 1.0}
e{{57}->{59}, 1.0}
e{{57}->{123}, 1.0}
e{{57}->{187}, 1.0}
e{{57}->{92}, 1.0}
e{{57}->{26}, 1.0}
e{{57}->{85}, 1.0}
e{{57}->{149}, 1.0}
e{{57}->{83}, 1.0}
e{{57}->{145}, 1.0}
e{{57}->{143}, 1.0}
e{{57}->{79}, 1.0}
e{{57}->{13}, 1.0}
e{{57}->{174}, 1.0}
e{{57}->{139}, 1.0}
e{{57}->{44}, 1.0}
e{{57}->{106}, 1.0}

e{{58}->{198}, 1.0}
e{{58}->{102}, 1.0}
e{{58}->{167}, 1.0}
e{{58}->{196}, 1.0}
e{{58}->{162}, 1.0}
e{{58}->{62}, 1.0}
e{{58}->{156}, 1.0}
e{{58}->{60}, 1.0}
e{{58}->{186}, 1.0}
e{{58}->{91}, 1.0}
e{{58}->{187}, 1.0}
e{{58}->{185}, 1.0}
e{{58}->{183}, 1.0}
e{{58}->{53}, 1.0}
e{{58}->{50}, 1.0}
e{{58}->{146}, 1.0}
e{{58}->{46}, 1.0}
e{{58}->{142}, 1.0}
e{{58}->{15}, 1.0}
e{{58}->{42}, 1.0}

e{{59}->{170}, 1.0}
e{{59}->{74}, 1.0}
e{{59}->{72}, 1.0}
e{{59}->{38}, 1.0}
e{{59}->{3}, 1.0}
e{{59}->{131}, 1.0}
e{{59}->{195}, 1.0}
e{{59}->{98}, 1.0}
e{{59}->{31}, 1.0}
e{{59}->{95}, 1.0}
e{{59}->{157}, 1.0}
e{{59}->{123}, 1.0}
e{{59}->{124}, 1.0}
e{{59}->{92}, 1.0}
e{{59}->{57}, 1.0}
e{{59}->{90}, 1.0}
e{{59}->{85}, 1.0}
e{{59}->{54}, 1.0}
e{{59}->{52}, 1.0}
e{{59}->{177}, 1.0}
e{{59}->{145}, 1.0}
e{{59}->{143}, 1.0}
e{{59}->{79}, 1.0}
e{{59}->{173}, 1.0}

e{{60}->{42}, 1.0}
e{{60}->{40}, 1.0}
e{{60}->{162}, 1.0}
e{{60}->{35}, 1.0}
e{{60}->{64}, 1.0}
e{{60}->{62}, 1.0}
e{{60}->{188}, 1.0}
e{{60}->{189}, 1.0}
e{{60}->{58}, 1.0}
e{{60}->{186}, 1.0}
e{{60}->{27}, 1.0}
e{{60}->{187}, 1.0}
e{{60}->{185}, 1.0}
e{{60}->{182}, 1.0}
e{{60}->{53}, 1.0}
e{{60}->{146}, 1.0}
e{{60}->{178}, 1.0}
e{{60}->{115}, 1.0}
e{{60}->{113}, 1.0}
e{{60}->{76}, 1.0}

e{{61}->{171}, 1.0}
e{{61}->{41}, 1.0}
e{{61}->{136}, 1.0}
e{{61}->{101}, 1.0}
e{{61}->{165}, 1.0}
e{{61}->{132}, 1.0}
e{{61}->{33}, 1.0}
e{{61}->{31}, 1.0}
e{{61}->{192}, 1.0}
e{{61}->{57}, 1.0}
e{{61}->{18}, 1.0}
e{{61}->{111}, 1.0}
e{{61}->{78}, 1.0}
e{{61}->{170}, 1.0}
e{{61}->{7}, 1.0}
e{{61}->{199}, 1.0}
e{{61}->{197}, 1.0}
e{{61}->{195}, 1.0}
e{{61}->{131}, 1.0}
e{{61}->{184}, 1.0}
e{{61}->{120}, 1.0}
e{{61}->{83}, 1.0}
e{{61}->{52}, 1.0}
e{{61}->{17}, 1.0}
e{{61}->{145}, 1.0}
e{{61}->{114}, 1.0}
e{{61}->{112}, 1.0}
e{{61}->{13}, 1.0}
e{{61}->{174}, 1.0}

e{{62}->{104}, 1.0}
e{{62}->{105}, 1.0}
e{{62}->{166}, 1.0}
e{{62}->{167}, 1.0}
e{{62}->{100}, 1.0}
e{{62}->{32}, 1.0}
e{{62}->{161}, 1.0}
e{{62}->{127}, 1.0}
e{{62}->{60}, 1.0}
e{{62}->{58}, 1.0}
e{{62}->{122}, 1.0}
e{{62}->{152}, 1.0}
e{{62}->{89}, 1.0}
e{{62}->{182}, 1.0}
e{{62}->{23}, 1.0}
e{{62}->{183}, 1.0}
e{{62}->{20}, 1.0}
e{{62}->{180}, 1.0}
e{{62}->{146}, 1.0}
e{{62}->{115}, 1.0}
e{{62}->{110}, 1.0}
e{{62}->{47}, 1.0}

e{{63}->{174}, 1.0}
e{{63}->{107}, 1.0}
e{{63}->{106}, 1.0}
e{{63}->{7}, 1.0}
e{{63}->{131}, 1.0}
e{{63}->{67}, 1.0}
e{{63}->{130}, 1.0}
e{{63}->{192}, 1.0}
e{{63}->{123}, 1.0}
e{{63}->{121}, 1.0}
e{{63}->{90}, 1.0}
e{{63}->{119}, 1.0}
e{{63}->{24}, 1.0}
e{{63}->{56}, 1.0}
e{{63}->{120}, 1.0}
e{{63}->{184}, 1.0}
e{{63}->{118}, 1.0}
e{{63}->{52}, 1.0}
e{{63}->{148}, 1.0}
e{{63}->{143}, 1.0}
e{{63}->{112}, 1.0}

e{{64}->{175}, 1.0}
e{{64}->{76}, 1.0}
e{{64}->{196}, 1.0}
e{{64}->{2}, 1.0}
e{{64}->{158}, 1.0}
e{{64}->{156}, 1.0}
e{{64}->{185}, 1.0}
e{{64}->{53}, 1.0}
e{{64}->{179}, 1.0}
e{{64}->{16}, 1.0}
e{{64}->{49}, 1.0}
e{{64}->{113}, 1.0}
e{{64}->{11}, 1.0}
e{{64}->{40}, 1.0}
e{{64}->{73}, 1.0}
e{{64}->{166}, 1.0}
e{{64}->{102}, 1.0}
e{{64}->{100}, 1.0}
e{{64}->{164}, 1.0}
e{{64}->{133}, 1.0}
e{{64}->{65}, 1.0}
e{{64}->{193}, 1.0}
e{{64}->{60}, 1.0}
e{{64}->{93}, 1.0}
e{{64}->{81}, 1.0}

e{{65}->{15}, 1.0}
e{{65}->{47}, 1.0}
e{{65}->{175}, 1.0}
e{{65}->{176}, 1.0}
e{{65}->{43}, 1.0}
e{{65}->{76}, 1.0}
e{{65}->{71}, 1.0}
e{{65}->{135}, 1.0}
e{{65}->{35}, 1.0}
e{{65}->{2}, 1.0}
e{{65}->{64}, 1.0}
e{{65}->{158}, 1.0}
e{{65}->{94}, 1.0}
e{{65}->{27}, 1.0}
e{{65}->{187}, 1.0}
e{{65}->{186}, 1.0}
e{{65}->{53}, 1.0}
e{{65}->{182}, 1.0}
e{{65}->{115}, 1.0}
e{{65}->{179}, 1.0}
e{{65}->{20}, 1.0}
e{{65}->{49}, 1.0}
e{{65}->{81}, 1.0}

e{{66}->{17}, 1.0}
e{{66}->{145}, 1.0}
e{{66}->{14}, 1.0}
e{{66}->{174}, 1.0}
e{{66}->{143}, 1.0}
e{{66}->{111}, 1.0}
e{{66}->{79}, 1.0}
e{{66}->{45}, 1.0}
e{{66}->{138}, 1.0}
e{{66}->{74}, 1.0}
e{{66}->{136}, 1.0}
e{{66}->{199}, 1.0}
e{{66}->{101}, 1.0}
e{{66}->{130}, 1.0}
e{{66}->{67}, 1.0}
e{{66}->{90}, 1.0}
e{{66}->{155}, 1.0}
e{{66}->{118}, 1.0}
e{{66}->{85}, 1.0}
e{{66}->{19}, 1.0}

e{{67}->{80}, 1.0}
e{{67}->{14}, 1.0}
e{{67}->{78}, 1.0}
e{{67}->{74}, 1.0}
e{{67}->{70}, 1.0}
e{{67}->{63}, 1.0}
e{{67}->{92}, 1.0}
e{{67}->{121}, 1.0}
e{{67}->{154}, 1.0}
e{{67}->{119}, 1.0}
e{{67}->{24}, 1.0}
e{{67}->{117}, 1.0}
e{{67}->{22}, 1.0}
e{{67}->{86}, 1.0}
e{{67}->{145}, 1.0}
e{{67}->{114}, 1.0}
e{{67}->{77}, 1.0}
e{{67}->{174}, 1.0}
e{{67}->{44}, 1.0}
e{{67}->{170}, 1.0}
e{{67}->{66}, 1.0}
e{{67}->{194}, 1.0}
e{{67}->{95}, 1.0}
e{{67}->{192}, 1.0}
e{{67}->{157}, 1.0}
e{{67}->{54}, 1.0}

e{{68}->{80}, 1.0}
e{{68}->{144}, 1.0}
e{{68}->{173}, 1.0}
e{{68}->{74}, 1.0}
e{{68}->{107}, 1.0}
e{{68}->{199}, 1.0}
e{{68}->{34}, 1.0}
e{{68}->{130}, 1.0}
e{{68}->{0}, 1.0}
e{{68}->{97}, 1.0}
e{{68}->{30}, 1.0}
e{{68}->{126}, 1.0}
e{{68}->{124}, 1.0}
e{{68}->{190}, 1.0}
e{{68}->{26}, 1.0}
e{{68}->{90}, 1.0}
e{{68}->{155}, 1.0}
e{{68}->{56}, 1.0}
e{{68}->{88}, 1.0}
e{{68}->{22}, 1.0}
e{{68}->{84}, 1.0}
e{{68}->{85}, 1.0}

e{{69}->{113}, 1.0}
e{{69}->{81}, 1.0}
e{{69}->{180}, 1.0}
e{{69}->{147}, 1.0}
e{{69}->{109}, 1.0}
e{{69}->{46}, 1.0}
e{{69}->{175}, 1.0}
e{{69}->{11}, 1.0}
e{{69}->{73}, 1.0}
e{{69}->{42}, 1.0}
e{{69}->{40}, 1.0}
e{{69}->{167}, 1.0}
e{{69}->{162}, 1.0}
e{{69}->{164}, 1.0}
e{{69}->{2}, 1.0}
e{{69}->{189}, 1.0}
e{{69}->{128}, 1.0}
e{{69}->{29}, 1.0}
e{{69}->{122}, 1.0}
e{{69}->{152}, 1.0}

e{{70}->{84}, 1.0}
e{{70}->{18}, 1.0}
e{{70}->{78}, 1.0}
e{{70}->{107}, 1.0}
e{{70}->{74}, 1.0}
e{{70}->{72}, 1.0}
e{{70}->{6}, 1.0}
e{{70}->{39}, 1.0}
e{{70}->{67}, 1.0}
e{{70}->{30}, 1.0}
e{{70}->{123}, 1.0}
e{{70}->{92}, 1.0}
e{{70}->{154}, 1.0}
e{{70}->{119}, 1.0}
e{{70}->{88}, 1.0}
e{{70}->{150}, 1.0}
e{{70}->{21}, 1.0}
e{{70}->{139}, 1.0}
e{{70}->{170}, 1.0}
e{{70}->{97}, 1.0}
e{{70}->{126}, 1.0}
e{{70}->{192}, 1.0}
e{{70}->{95}, 1.0}
e{{70}->{124}, 1.0}
e{{70}->{118}, 1.0}
e{{70}->{54}, 1.0}

e{{71}->{180}, 1.0}
e{{71}->{115}, 1.0}
e{{71}->{181}, 1.0}
e{{71}->{16}, 1.0}
e{{71}->{113}, 1.0}
