Input Graph(V=500, E=2184) {
e{{97}->{96}, -9266.0}
e{{97}->{98}, 2472.0}
e{{97}->{388}, -7687.0}
e{{97}->{195}, 975.0}
e{{97}->{485}, -9789.0}
e{{97}->{166}, -2437.0}

e{{98}->{368}, -7792.0}
e{{98}->{139}, 9746.0}
e{{98}->{382}, 5352.0}
e{{98}->{97}, 2472.0}
e{{98}->{366}, 9471.0}
e{{98}->{146}, -5169.0}
e{{98}->{60}, 1851.0}
e{{98}->{323}, -295.0}
e{{98}->{99}, 9986.0}
e{{98}->{143}, 7044.0}

e{{99}->{157}, -9.0}
e{{99}->{444}, -4849.0}
e{{99}->{79}, 5505.0}
e{{99}->{98}, 9986.0}
e{{99}->{239}, -6488.0}
e{{99}->{100}, -4478.0}
e{{99}->{27}, 6073.0}
e{{99}->{119}, 5223.0}
e{{99}->{362}, 4890.0}
e{{99}->{223}, -6699.0}

e{{100}->{99}, -4478.0}
e{{100}->{244}, 13.0}
e{{100}->{365}, -8596.0}
e{{100}->{101}, -1456.0}
e{{100}->{202}, -7606.0}
e{{100}->{241}, 1434.0}
e{{100}->{322}, -1627.0}
e{{100}->{405}, 281.0}
e{{100}->{41}, 9346.0}
e{{100}->{88}, 2465.0}
e{{100}->{291}, -7435.0}

e{{101}->{408}, 4550.0}
e{{101}->{100}, -1456.0}
e{{101}->{22}, -9660.0}
e{{101}->{76}, -2248.0}
e{{101}->{173}, -3023.0}
e{{101}->{102}, 3812.0}

e{{102}->{101}, 3812.0}
e{{102}->{386}, -3881.0}
e{{102}->{74}, -3527.0}
e{{102}->{398}, -8299.0}
e{{102}->{387}, -9849.0}
e{{102}->{103}, 4658.0}
e{{102}->{183}, -8982.0}
e{{102}->{455}, 1154.0}
e{{102}->{33}, 3685.0}
e{{102}->{191}, 7036.0}
e{{102}->{76}, 5298.0}
e{{102}->{402}, 3423.0}

e{{103}->{454}, -9992.0}
e{{103}->{352}, -8013.0}
e{{103}->{301}, -4044.0}
e{{103}->{229}, 3466.0}
e{{103}->{47}, -1551.0}
e{{103}->{109}, 5221.0}
e{{103}->{221}, -9998.0}
e{{103}->{162}, 291.0}
e{{103}->{102}, 4658.0}
e{{103}->{104}, 3034.0}
e{{103}->{314}, 6070.0}
e{{103}->{272}, -7824.0}
e{{103}->{7}, 8257.0}

e{{104}->{105}, 6682.0}
e{{104}->{140}, 1441.0}
e{{104}->{266}, -5909.0}
e{{104}->{445}, -896.0}
e{{104}->{2}, -8744.0}
e{{104}->{223}, -7868.0}
e{{104}->{229}, 809.0}
e{{104}->{103}, 3034.0}
e{{104}->{402}, -1853.0}
e{{104}->{191}, -6384.0}
e{{104}->{375}, 2320.0}
e{{104}->{278}, 2508.0}
e{{104}->{370}, 3153.0}

e{{105}->{324}, 2296.0}
e{{105}->{281}, -3347.0}
e{{105}->{67}, 8218.0}
e{{105}->{391}, 5124.0}
e{{105}->{486}, 3139.0}
e{{105}->{106}, 4633.0}
e{{105}->{104}, 6682.0}
e{{105}->{441}, 7684.0}
e{{105}->{478}, -4873.0}

e{{106}->{81}, -5778.0}
e{{106}->{459}, -7473.0}
e{{106}->{105}, 4633.0}
e{{106}->{233}, 9630.0}
e{{106}->{286}, 4375.0}
e{{106}->{378}, -5125.0}
e{{106}->{107}, 7981.0}
e{{106}->{205}, 8503.0}

e{{107}->{106}, 7981.0}
e{{107}->{108}, -2976.0}
e{{107}->{172}, 644.0}
e{{107}->{253}, -2706.0}
e{{107}->{31}, -9611.0}

e{{108}->{177}, 3287.0}
e{{108}->{107}, -2976.0}
e{{108}->{63}, 9903.0}
e{{108}->{477}, -4659.0}
e{{108}->{66}, -8381.0}
e{{108}->{109}, 8849.0}

e{{109}->{108}, 8849.0}
e{{109}->{103}, 5221.0}
e{{109}->{221}, -6611.0}
e{{109}->{65}, -7488.0}
e{{109}->{110}, -5089.0}
e{{109}->{140}, 2797.0}
e{{109}->{249}, -1368.0}
e{{109}->{130}, 9999.0}

e{{110}->{16}, 221.0}
e{{110}->{109}, -5089.0}
e{{110}->{111}, -5617.0}
e{{110}->{3}, 504.0}
e{{110}->{90}, -6267.0}
e{{110}->{132}, -8834.0}

e{{111}->{77}, 8021.0}
e{{111}->{55}, -3854.0}
e{{111}->{265}, 8151.0}
e{{111}->{110}, -5617.0}
e{{111}->{202}, 6971.0}
e{{111}->{385}, 2328.0}
e{{111}->{112}, 9034.0}
e{{111}->{146}, -9966.0}
e{{111}->{205}, 781.0}
e{{111}->{82}, -3874.0}
e{{111}->{142}, 3534.0}

e{{112}->{265}, 5067.0}
e{{112}->{111}, 9034.0}
e{{112}->{410}, -4292.0}
e{{112}->{496}, -5901.0}
e{{112}->{394}, -1754.0}
e{{112}->{432}, 9119.0}
e{{112}->{113}, -4112.0}

e{{113}->{157}, 16.0}
e{{113}->{112}, -4112.0}
e{{113}->{367}, -1358.0}
e{{113}->{474}, 7808.0}
e{{113}->{229}, -1969.0}
e{{113}->{114}, -9800.0}
e{{113}->{373}, -5059.0}

e{{114}->{332}, 618.0}
e{{114}->{113}, -9800.0}
e{{114}->{115}, -1462.0}
e{{114}->{10}, 223.0}
e{{114}->{415}, 6795.0}

e{{115}->{480}, 2162.0}
e{{115}->{116}, -3454.0}
e{{115}->{441}, -3067.0}
e{{115}->{245}, 9838.0}
e{{115}->{318}, -3240.0}
e{{115}->{114}, -1462.0}
e{{115}->{129}, 3161.0}
e{{115}->{494}, -907.0}
e{{115}->{124}, 6054.0}
e{{115}->{20}, -7690.0}
e{{115}->{364}, -5521.0}

e{{116}->{197}, -6213.0}
e{{116}->{145}, -9135.0}
e{{116}->{117}, 5890.0}
e{{116}->{469}, 76.0}
e{{116}->{115}, -3454.0}

e{{117}->{459}, 6122.0}
e{{117}->{337}, -2704.0}
e{{117}->{313}, -8467.0}
e{{117}->{116}, 5890.0}
e{{117}->{69}, 9912.0}
e{{117}->{217}, 4024.0}
e{{117}->{118}, -9012.0}
e{{117}->{451}, 6425.0}
e{{117}->{23}, 7541.0}

e{{118}->{457}, 7143.0}
e{{118}->{117}, -9012.0}
e{{118}->{257}, -3861.0}
e{{118}->{204}, 1840.0}
e{{118}->{348}, -7076.0}
e{{118}->{373}, 91.0}
e{{118}->{165}, -5992.0}
e{{118}->{145}, -2934.0}
e{{118}->{359}, 4336.0}
e{{118}->{119}, 7557.0}

e{{119}->{118}, 7557.0}
e{{119}->{434}, 4597.0}
e{{119}->{398}, -1460.0}
e{{119}->{495}, 8884.0}
e{{119}->{99}, 5223.0}
e{{119}->{351}, 8260.0}
e{{119}->{247}, -1467.0}
e{{119}->{412}, 7986.0}
e{{119}->{120}, 1231.0}
e{{119}->{150}, 1666.0}

e{{120}->{498}, 9699.0}
e{{120}->{296}, 3413.0}
e{{120}->{205}, -2886.0}
e{{120}->{358}, 1023.0}
e{{120}->{119}, 1231.0}
e{{120}->{121}, 6409.0}
e{{120}->{373}, -9213.0}
e{{120}->{495}, -4274.0}
e{{120}->{240}, 1483.0}
e{{120}->{128}, -2729.0}

e{{121}->{194}, 1265.0}
e{{121}->{426}, -3587.0}
e{{121}->{73}, 784.0}
e{{121}->{183}, 9056.0}
e{{121}->{182}, -5624.0}
e{{121}->{120}, 6409.0}
e{{121}->{382}, -8779.0}
e{{121}->{122}, 491.0}

e{{122}->{468}, -2361.0}
e{{122}->{121}, 491.0}
e{{122}->{87}, -8824.0}
e{{122}->{123}, -5925.0}
e{{122}->{39}, -6276.0}
e{{122}->{259}, -7997.0}
e{{122}->{305}, -7289.0}
e{{122}->{247}, 5422.0}
e{{122}->{67}, 842.0}
e{{122}->{416}, -2053.0}
e{{122}->{5}, 722.0}
e{{122}->{370}, 6170.0}
e{{122}->{132}, -788.0}
e{{122}->{252}, 8593.0}

e{{123}->{229}, -4484.0}
e{{123}->{43}, 6522.0}
e{{123}->{215}, 9313.0}
e{{123}->{167}, 4408.0}
e{{123}->{304}, 8091.0}
e{{123}->{122}, -5925.0}
e{{123}->{124}, -8728.0}

e{{124}->{125}, -6474.0}
e{{124}->{115}, 6054.0}
e{{124}->{123}, -8728.0}
e{{124}->{85}, 8625.0}
e{{124}->{235}, 5613.0}
e{{124}->{8}, -5969.0}
e{{124}->{157}, -8496.0}
e{{124}->{500}, -3072.0}

e{{125}->{126}, 3510.0}
e{{125}->{311}, 8870.0}
e{{125}->{248}, 3739.0}
e{{125}->{486}, -1861.0}
e{{125}->{49}, 993.0}
e{{125}->{124}, -6474.0}

e{{126}->{191}, 7096.0}
e{{126}->{139}, -8639.0}
e{{126}->{466}, -7322.0}
e{{126}->{344}, 8100.0}
e{{126}->{249}, -441.0}
e{{126}->{38}, -761.0}
e{{126}->{125}, 3510.0}
e{{126}->{393}, -6017.0}
e{{126}->{401}, -8102.0}
e{{126}->{127}, -244.0}
e{{126}->{241}, 8324.0}

e{{127}->{213}, 2868.0}
e{{127}->{348}, 7978.0}
e{{127}->{406}, 1382.0}
e{{127}->{126}, -244.0}
e{{127}->{402}, 3465.0}
e{{127}->{446}, 8737.0}
e{{127}->{94}, -2436.0}
e{{127}->{315}, 1159.0}
e{{127}->{425}, 224.0}
e{{127}->{128}, 8413.0}
e{{127}->{434}, 4078.0}

e{{128}->{52}, -6427.0}
e{{128}->{65}, 3617.0}
e{{128}->{127}, 8413.0}
e{{128}->{412}, -9322.0}
e{{128}->{244}, -2163.0}
e{{128}->{292}, 8681.0}
e{{128}->{403}, 8960.0}
e{{128}->{354}, -9071.0}
e{{128}->{129}, 8772.0}
e{{128}->{120}, -2729.0}

e{{129}->{318}, -7647.0}
e{{129}->{128}, 8772.0}
e{{129}->{130}, 1584.0}
e{{129}->{20}, 356.0}
e{{129}->{115}, 3161.0}
e{{129}->{289}, 165.0}
e{{129}->{157}, 6011.0}
e{{129}->{276}, -2387.0}
e{{129}->{426}, 1670.0}

e{{130}->{231}, -6013.0}
e{{130}->{237}, -9047.0}
e{{130}->{109}, 9999.0}
e{{130}->{270}, 487.0}
e{{130}->{131}, 6869.0}
e{{130}->{377}, -1921.0}
e{{130}->{465}, -5821.0}
e{{130}->{129}, 1584.0}
e{{130}->{436}, 2551.0}
e{{130}->{184}, 8772.0}

e{{131}->{132}, -7293.0}
e{{131}->{157}, 2660.0}
e{{131}->{204}, -8867.0}
e{{131}->{322}, -8494.0}
e{{131}->{163}, 3125.0}
e{{131}->{68}, 5136.0}
e{{131}->{130}, 6869.0}
e{{131}->{42}, 4949.0}

e{{132}->{462}, -4599.0}
e{{132}->{122}, -788.0}
e{{132}->{1}, -151.0}
e{{132}->{363}, -7224.0}
e{{132}->{133}, 5355.0}
e{{132}->{216}, -7717.0}
e{{132}->{295}, -4924.0}
e{{132}->{476}, -2999.0}
e{{132}->{372}, 7758.0}
e{{132}->{397}, -349.0}
e{{132}->{110}, -8834.0}
e{{132}->{319}, -4119.0}
e{{132}->{153}, 59.0}
e{{132}->{193}, 1400.0}
e{{132}->{491}, -2336.0}
e{{132}->{131}, -7293.0}

e{{133}->{191}, 1140.0}
e{{133}->{327}, -729.0}
e{{133}->{365}, -8417.0}
e{{133}->{132}, 5355.0}
e{{133}->{490}, 3785.0}
e{{133}->{325}, 8827.0}
e{{133}->{134}, -4059.0}

e{{134}->{133}, -4059.0}
e{{134}->{135}, -3303.0}
e{{134}->{187}, 1752.0}
e{{134}->{472}, 1927.0}

e{{135}->{441}, -2936.0}
e{{135}->{136}, -657.0}
e{{135}->{436}, 6307.0}
e{{135}->{134}, -3303.0}
e{{135}->{500}, -1772.0}
e{{135}->{216}, -932.0}
e{{135}->{220}, -9436.0}

e{{136}->{210}, 2663.0}
e{{136}->{259}, -9993.0}
e{{136}->{142}, 6535.0}
e{{136}->{239}, -6675.0}
e{{136}->{135}, -657.0}
e{{136}->{3}, -4218.0}
e{{136}->{331}, 2192.0}
e{{136}->{137}, 2192.0}
e{{136}->{183}, 1647.0}

e{{137}->{471}, 1919.0}
e{{137}->{147}, -8845.0}
e{{137}->{163}, 2456.0}
e{{137}->{136}, 2192.0}
e{{137}->{146}, 3355.0}
e{{137}->{138}, 2039.0}
e{{137}->{248}, 835.0}
e{{137}->{491}, -7463.0}
e{{137}->{164}, -1564.0}

e{{138}->{407}, 8474.0}
e{{138}->{137}, 2039.0}
e{{138}->{267}, -6204.0}
e{{138}->{269}, -9121.0}
e{{138}->{139}, -1128.0}
e{{138}->{55}, -184.0}
e{{138}->{431}, -8652.0}
e{{138}->{304}, -9806.0}

e{{139}->{91}, -3658.0}
e{{139}->{157}, -874.0}
e{{139}->{138}, -1128.0}
e{{139}->{186}, -4568.0}
e{{139}->{140}, 626.0}
e{{139}->{81}, -1971.0}
e{{139}->{152}, 3671.0}
e{{139}->{98}, 9746.0}
e{{139}->{126}, -8639.0}

e{{140}->{141}, -887.0}
e{{140}->{155}, 8115.0}
e{{140}->{139}, 626.0}
e{{140}->{109}, 2797.0}
e{{140}->{104}, 1441.0}
e{{140}->{235}, 1573.0}
e{{140}->{397}, -1008.0}
e{{140}->{287}, -3859.0}

e{{141}->{169}, -2525.0}
e{{141}->{484}, 6820.0}
e{{141}->{419}, -3743.0}
e{{141}->{142}, -4769.0}
e{{141}->{56}, 3669.0}
e{{141}->{429}, -1127.0}
e{{141}->{140}, -887.0}
e{{141}->{92}, -7312.0}

e{{142}->{111}, 3534.0}
e{{142}->{141}, -4769.0}
e{{142}->{29}, -5099.0}
e{{142}->{319}, 5686.0}
e{{142}->{136}, 6535.0}
e{{142}->{143}, -7750.0}

e{{143}->{92}, 2041.0}
e{{143}->{460}, -8069.0}
e{{143}->{142}, -7750.0}
e{{143}->{81}, 6518.0}
e{{143}->{98}, 7044.0}
e{{143}->{77}, 4466.0}
e{{143}->{144}, 5026.0}
e{{143}->{40}, 1350.0}

e{{144}->{145}, 7151.0}
e{{144}->{256}, 6490.0}
e{{144}->{143}, 5026.0}
e{{144}->{187}, 8538.0}
e{{144}->{3}, -9056.0}

e{{145}->{118}, -2934.0}
e{{145}->{169}, 2619.0}
e{{145}->{437}, 6956.0}
e{{145}->{236}, 8364.0}
e{{145}->{116}, -9135.0}
e{{145}->{274}, 1112.0}
e{{145}->{370}, -572.0}
e{{145}->{146}, -3960.0}
e{{145}->{309}, -4818.0}
e{{145}->{310}, 8778.0}
e{{145}->{144}, 7151.0}

e{{146}->{413}, 1128.0}
e{{146}->{147}, 5902.0}
e{{146}->{111}, -9966.0}
e{{146}->{137}, 3355.0}
e{{146}->{238}, -9222.0}
e{{146}->{337}, -825.0}
e{{146}->{75}, -2873.0}
e{{146}->{145}, -3960.0}
e{{146}->{222}, 7873.0}
e{{146}->{485}, -1430.0}
e{{146}->{98}, -5169.0}
e{{146}->{330}, 1615.0}
e{{146}->{461}, 7323.0}

e{{147}->{156}, -8069.0}
e{{147}->{293}, 8878.0}
e{{147}->{146}, 5902.0}
e{{147}->{148}, -9587.0}
e{{147}->{97}, -6620.0}
e{{147}->{137}, -8845.0}
e{{147}->{33}, -865.0}

e{{148}->{149}, 27.0}
e{{148}->{64}, -7784.0}
e{{148}->{147}, -9587.0}
e{{148}->{185}, 6802.0}
e{{148}->{308}, -5387.0}
e{{148}->{160}, 835.0}

e{{149}->{91}, 7220.0}
e{{149}->{226}, -9402.0}
e{{149}->{197}, 9403.0}
e{{149}->{150}, 265.0}
e{{149}->{148}, 27.0}
e{{149}->{255}, 763.0}

e{{150}->{251}, 3004.0}
e{{150}->{331}, -3.0}
e{{150}->{149}, 265.0}
e{{150}->{119}, 1666.0}
e{{150}->{213}, 9424.0}
e{{150}->{151}, -5445.0}
e{{150}->{460}, -4943.0}

e{{151}->{261}, -7835.0}
e{{151}->{80}, -162.0}
e{{151}->{185}, -6430.0}
e{{151}->{60}, 5579.0}
e{{151}->{150}, -5445.0}
e{{151}->{201}, 9017.0}
e{{151}->{276}, -2826.0}
e{{151}->{152}, -1850.0}
e{{151}->{171}, 9050.0}

e{{152}->{151}, -1850.0}
e{{152}->{227}, -4796.0}
e{{152}->{60}, -5617.0}
e{{152}->{63}, -1476.0}
e{{152}->{139}, 3671.0}
e{{152}->{393}, 663.0}
e{{152}->{391}, 5083.0}
e{{152}->{363}, 1994.0}
e{{152}->{427}, 1339.0}
e{{152}->{153}, 2907.0}
e{{152}->{13}, 4272.0}
e{{152}->{250}, -2644.0}
e{{152}->{414}, -10000.0}

e{{153}->{281}, 3249.0}
e{{153}->{469}, -7547.0}
e{{153}->{132}, 59.0}
e{{153}->{72}, -9242.0}
e{{153}->{404}, 3817.0}
e{{153}->{154}, 5564.0}
e{{153}->{300}, -5928.0}
e{{153}->{5}, 8816.0}
e{{153}->{498}, -6845.0}
e{{153}->{152}, 2907.0}
e{{153}->{200}, 3578.0}

e{{154}->{303}, 1382.0}
e{{154}->{344}, -1295.0}
e{{154}->{337}, 7203.0}
e{{154}->{153}, 5564.0}
e{{154}->{448}, 61.0}
e{{154}->{43}, -9305.0}
e{{154}->{190}, -7567.0}
e{{154}->{335}, -2600.0}
e{{154}->{383}, -2597.0}
e{{154}->{155}, 3872.0}
e{{154}->{93}, 8264.0}

e{{155}->{154}, 3872.0}
e{{155}->{156}, -823.0}
e{{155}->{209}, 944.0}
e{{155}->{379}, 9750.0}
e{{155}->{305}, -8235.0}
e{{155}->{338}, -4039.0}
e{{155}->{140}, 8115.0}
e{{155}->{272}, 9893.0}

e{{156}->{22}, -9282.0}
e{{156}->{69}, 9814.0}
e{{156}->{486}, -8359.0}
e{{156}->{248}, 3123.0}
e{{156}->{31}, -9373.0}
e{{156}->{147}, -8069.0}
e{{156}->{155}, -823.0}
e{{156}->{172}, 3969.0}
e{{156}->{322}, 8538.0}
e{{156}->{157}, 7660.0}
e{{156}->{370}, 76.0}

e{{157}->{156}, 7660.0}
e{{157}->{87}, 8589.0}
e{{157}->{129}, 6011.0}
e{{157}->{354}, 6083.0}
e{{157}->{124}, -8496.0}
e{{157}->{2}, 1036.0}
e{{157}->{345}, 4230.0}
e{{157}->{131}, 2660.0}
e{{157}->{300}, -8234.0}
e{{157}->{113}, 16.0}
e{{157}->{158}, 8685.0}
e{{157}->{99}, -9.0}
e{{157}->{139}, -874.0}

e{{158}->{159}, -3164.0}
e{{158}->{82}, 5544.0}
e{{158}->{157}, 8685.0}
e{{158}->{252}, -4490.0}
e{{158}->{59}, -9038.0}
e{{158}->{88}, 2060.0}
e{{158}->{60}, 5691.0}
e{{158}->{386}, 9730.0}

e{{159}->{378}, 3173.0}
e{{159}->{406}, 8444.0}
e{{159}->{158}, -3164.0}
e{{159}->{335}, -8205.0}
e{{159}->{397}, -7157.0}
e{{159}->{160}, -7839.0}
e{{159}->{48}, -3810.0}
e{{159}->{75}, 1589.0}

e{{160}->{159}, -7839.0}
e{{160}->{148}, 835.0}
e{{160}->{161}, 9902.0}
e{{160}->{247}, 3760.0}

e{{161}->{484}, 6320.0}
e{{161}->{377}, -9871.0}
e{{161}->{160}, 9902.0}
e{{161}->{218}, 1596.0}
e{{161}->{439}, 4256.0}
e{{161}->{162}, -487.0}
e{{161}->{40}, 2640.0}

e{{162}->{173}, 8856.0}
e{{162}->{161}, -487.0}
e{{162}->{8}, 7179.0}
e{{162}->{433}, -5687.0}
e{{162}->{163}, 8353.0}
e{{162}->{298}, 718.0}
e{{162}->{103}, 291.0}

e{{163}->{162}, 8353.0}
e{{163}->{400}, 7596.0}
e{{163}->{164}, -5987.0}
e{{163}->{131}, 3125.0}
e{{163}->{169}, -105.0}
e{{163}->{52}, -9821.0}
e{{163}->{137}, 2456.0}

e{{164}->{137}, -1564.0}
e{{164}->{13}, -1175.0}
e{{164}->{79}, 2631.0}
e{{164}->{165}, 4948.0}
e{{164}->{405}, -4926.0}
e{{164}->{163}, -5987.0}
e{{164}->{247}, -2548.0}
e{{164}->{448}, 3596.0}
e{{164}->{214}, 7529.0}

e{{165}->{73}, 1423.0}
e{{165}->{198}, -414.0}
e{{165}->{118}, -5992.0}
e{{165}->{292}, 8625.0}
e{{165}->{90}, 1787.0}
e{{165}->{164}, 4948.0}
e{{165}->{166}, 2192.0}
e{{165}->{248}, -7477.0}

e{{166}->{80}, 2315.0}
e{{166}->{97}, -2437.0}
e{{166}->{282}, 702.0}
e{{166}->{356}, -2006.0}
e{{166}->{165}, 2192.0}
e{{166}->{495}, 4133.0}
e{{166}->{167}, 2283.0}
e{{166}->{285}, 4258.0}
e{{166}->{265}, -3934.0}

e{{167}->{168}, 428.0}
e{{167}->{21}, 3714.0}
e{{167}->{166}, 2283.0}
e{{167}->{440}, 2182.0}
e{{167}->{493}, -4072.0}
e{{167}->{312}, -6573.0}
e{{167}->{201}, -2809.0}
e{{167}->{379}, 6664.0}
e{{167}->{314}, -4689.0}
e{{167}->{488}, -9090.0}
e{{167}->{445}, 1085.0}
e{{167}->{123}, 4408.0}
e{{167}->{248}, -976.0}

e{{168}->{399}, -5704.0}
e{{168}->{197}, 5974.0}
e{{168}->{240}, -3640.0}
e{{168}->{169}, 2596.0}
e{{168}->{10}, 4271.0}
e{{168}->{43}, 4635.0}
e{{168}->{167}, 428.0}
e{{168}->{421}, 3367.0}

e{{169}->{34}, -9727.0}
e{{169}->{145}, 2619.0}
e{{169}->{338}, -8967.0}
e{{169}->{461}, 6563.0}
e{{169}->{168}, 2596.0}
e{{169}->{163}, -105.0}
e{{169}->{449}, -7246.0}
e{{169}->{170}, 636.0}
e{{169}->{394}, -4660.0}
e{{169}->{141}, -2525.0}
e{{169}->{425}, 951.0}

e{{170}->{357}, 8702.0}
e{{170}->{171}, 6480.0}
e{{170}->{172}, 6055.0}
e{{170}->{169}, 636.0}
e{{170}->{71}, -9236.0}
e{{170}->{224}, -8631.0}
e{{170}->{411}, -2058.0}
e{{170}->{193}, 617.0}
e{{170}->{218}, -7389.0}
e{{170}->{320}, -7051.0}
e{{170}->{39}, 5316.0}
e{{170}->{267}, 9033.0}
e{{170}->{245}, -769.0}

e{{171}->{449}, 6235.0}
e{{171}->{421}, 7323.0}
e{{171}->{151}, 9050.0}
e{{171}->{1}, 8358.0}
e{{171}->{172}, 1141.0}
e{{171}->{372}, -6686.0}
e{{171}->{170}, 6480.0}
e{{171}->{46}, -3812.0}
e{{171}->{177}, 9792.0}

e{{172}->{322}, -5817.0}
e{{172}->{171}, 1141.0}
e{{172}->{107}, 644.0}
e{{172}->{173}, -9697.0}
e{{172}->{170}, 6055.0}
e{{172}->{211}, -8557.0}
e{{172}->{156}, 3969.0}
e{{172}->{314}, 6500.0}

e{{173}->{456}, 8760.0}
e{{173}->{428}, -8093.0}
e{{173}->{174}, 1467.0}
e{{173}->{203}, 2295.0}
e{{173}->{172}, -9697.0}
e{{173}->{2}, -7751.0}
e{{173}->{101}, -3023.0}
e{{173}->{372}, 8600.0}
e{{173}->{162}, 8856.0}
e{{173}->{62}, -7617.0}
e{{173}->{213}, 2724.0}

e{{174}->{291}, 5666.0}
e{{174}->{94}, -6255.0}
e{{174}->{95}, 6189.0}
e{{174}->{492}, -694.0}
e{{174}->{173}, 1467.0}
e{{174}->{175}, -8677.0}
e{{174}->{495}, 1955.0}

e{{175}->{256}, -438.0}
e{{175}->{307}, -5851.0}
e{{175}->{200}, 8457.0}
e{{175}->{205}, -8284.0}
e{{175}->{185}, 1216.0}
e{{175}->{174}, -8677.0}
e{{175}->{339}, -7008.0}
e{{175}->{176}, -9786.0}
e{{175}->{21}, 1947.0}
e{{175}->{365}, -6619.0}
e{{175}->{393}, -5717.0}

e{{176}->{11}, -9470.0}
e{{176}->{57}, -130.0}
e{{176}->{289}, 3109.0}
e{{176}->{175}, -9786.0}
e{{176}->{177}, -9636.0}
e{{176}->{242}, -649.0}
e{{176}->{207}, 6188.0}
e{{176}->{422}, 4779.0}

e{{177}->{51}, 1630.0}
e{{177}->{171}, 9792.0}
e{{177}->{176}, -9636.0}
e{{177}->{445}, 2306.0}
e{{177}->{178}, -620.0}
e{{177}->{50}, 2525.0}
e{{177}->{108}, 3287.0}
e{{177}->{486}, 8223.0}

e{{178}->{36}, 6305.0}
e{{178}->{177}, -620.0}
e{{178}->{179}, 653.0}
e{{178}->{448}, -2604.0}
e{{178}->{468}, 134.0}
e{{178}->{232}, 2530.0}

e{{179}->{95}, -3930.0}
e{{179}->{428}, -8340.0}
e{{179}->{288}, -4893.0}
e{{179}->{180}, -5463.0}
e{{179}->{178}, 653.0}
e{{179}->{227}, -1273.0}
e{{179}->{38}, 2305.0}
e{{179}->{425}, 5093.0}

e{{180}->{181}, 6062.0}
e{{180}->{179}, -5463.0}
e{{180}->{298}, 2504.0}

e{{181}->{73}, -3188.0}
e{{181}->{182}, 9858.0}
e{{181}->{180}, 6062.0}
e{{181}->{79}, -5362.0}
e{{181}->{488}, 1886.0}

e{{182}->{121}, -5624.0}
e{{182}->{320}, 7394.0}
e{{182}->{181}, 9858.0}
e{{182}->{425}, 8577.0}
e{{182}->{193}, -6632.0}
e{{182}->{183}, 8655.0}
e{{182}->{270}, -1554.0}
e{{182}->{480}, 1362.0}
e{{182}->{340}, 6280.0}
e{{182}->{377}, 7890.0}

e{{183}->{184}, -1583.0}
e{{183}->{182}, 8655.0}
e{{183}->{193}, 6227.0}
e{{183}->{415}, 6853.0}
e{{183}->{41}, -9848.0}
e{{183}->{408}, 4053.0}
e{{183}->{431}, 1276.0}
e{{183}->{199}, -1706.0}
e{{183}->{136}, 1647.0}
e{{183}->{102}, -8982.0}
e{{183}->{237}, 6799.0}
e{{183}->{121}, 9056.0}
e{{183}->{83}, 6801.0}
e{{183}->{367}, -1432.0}

e{{184}->{290}, -4607.0}
e{{184}->{130}, 8772.0}
e{{184}->{479}, -3142.0}
e{{184}->{465}, 2062.0}
e{{184}->{185}, 5507.0}
e{{184}->{210}, -3111.0}
e{{184}->{183}, -1583.0}

e{{185}->{52}, -8731.0}
e{{185}->{320}, 5947.0}
e{{185}->{186}, -719.0}
e{{185}->{21}, 6092.0}
e{{185}->{184}, 5507.0}
e{{185}->{148}, 6802.0}
e{{185}->{213}, 7099.0}
e{{185}->{359}, -6637.0}
e{{185}->{428}, -114.0}
e{{185}->{151}, -6430.0}
e{{185}->{17}, 5372.0}
e{{185}->{175}, 1216.0}

e{{186}->{41}, 8129.0}
e{{186}->{198}, -9486.0}
e{{186}->{185}, -719.0}
e{{186}->{187}, 9275.0}
e{{186}->{139}, -4568.0}
e{{186}->{298}, 3968.0}
e{{186}->{199}, 3250.0}

e{{187}->{387}, -4246.0}
e{{187}->{186}, 9275.0}
e{{187}->{188}, -9471.0}
e{{187}->{486}, 6414.0}
e{{187}->{134}, 1752.0}
e{{187}->{144}, 8538.0}

e{{188}->{351}, 7176.0}
e{{188}->{479}, 2577.0}
e{{188}->{55}, -944.0}
e{{188}->{420}, -243.0}
e{{188}->{187}, -9471.0}
e{{188}->{78}, 4530.0}
e{{188}->{398}, 7300.0}
e{{188}->{189}, 7296.0}

e{{189}->{188}, 7296.0}
e{{189}->{488}, 8460.0}
e{{189}->{498}, 3052.0}
e{{189}->{27}, 3311.0}
e{{189}->{420}, 8513.0}
e{{189}->{225}, -2315.0}
e{{189}->{190}, 3768.0}

e{{190}->{189}, 3768.0}
e{{190}->{154}, -7567.0}
e{{190}->{191}, -9.0}
e{{190}->{256}, 3716.0}

e{{191}->{190}, -9.0}
e{{191}->{355}, 3463.0}
e{{191}->{102}, 7036.0}
e{{191}->{104}, -6384.0}
e{{191}->{133}, 1140.0}
e{{191}->{476}, -7120.0}
e{{191}->{192}, 7546.0}
e{{191}->{126}, 7096.0}
e{{191}->{213}, -4766.0}

e{{192}->{433}, -6813.0}
e{{192}->{191}, 7546.0}
e{{192}->{435}, 1662.0}
